                    1.37867                 2.00233
                     1.37943                 2.04108
                      1.3802                 2.06776
                     1.38097                 2.13498
                     1.38174                 2.19975
                     1.38251                 2.29702
                     1.38328                 2.37379
                     1.38405                 2.42338
                     1.38482                 2.48568
                     1.38559                 2.49817
                     1.38637                 2.53271
                     1.38714                 2.59117
                     1.38792                 2.62834
                      1.3887                 2.65238
                     1.38947                 2.66253
                     1.39025                 2.71021
                     1.39103                 2.76402
                     1.39181                  2.7951
                     1.39259                 2.82001
                     1.39337                 2.88069
                     1.39416                 2.94156
                     1.39494                 2.92181
                     1.39573                 2.92426
                     1.39651                 2.99729
                      1.3973                 2.95404
                     1.39808                 2.92672
                     1.39887                 2.94405
                     1.39966                 2.89507
                     1.40045                  2.8041
                     1.40124                 2.71444
                     1.40203                 2.62043
                     1.40283                 2.57202
                     1.40362                  2.5364
                     1.40441                 2.43695
                     1.40521                 2.35771
                     1.40601                 2.28796
                      1.4068                 2.21093
                      1.4076                 2.13761
                      1.4084                 2.09893
                      1.4092                 2.05919
                        1.41                 2.00579
                      1.4108                  1.9323
                      1.4116                 1.86699
                     1.41241                 1.83549
                     1.41321                 1.79479
                     1.41402                 1.74179
                     1.41482                 1.69679
                     1.41563                 1.67716
                     1.41644                 1.66912
                     1.41725                 1.66912
                     1.41806                 1.67072
                     1.41887                 1.68121
                     1.41968                 1.71857
                     1.42049                 1.76207
                     1.42131                  1.8069
                     1.42212                   1.868
                     1.42294                  1.9366
                     1.42375                 2.00927
                     1.42457                 2.09262
                     1.42539                 2.18183
                     1.42621                   2.276
                     1.42703                 2.38028
                     1.42785                 2.48924
                     1.42867                 2.61649
                     1.42949                 2.74008
                     1.43032                  2.8477
                     1.43114                 2.98188
                     1.43197                 3.10977
                     1.43279                 3.24609
                     1.43362                 3.40487
                     1.43445                 3.55802
                     1.43528                 3.78228
                     1.43611                 3.97222
                     1.43694                 4.10335
                     1.43778                 4.26945
                     1.43861                 4.39896
                     1.43944                 4.54843
                     1.44028                  4.7276
                     1.44111                 4.88006
                     1.44195                 5.02812
                     1.44279                 5.14709
                     1.44363                 5.25591
                     1.44447                  5.3944
                     1.44531                 5.48796
                     1.44615                 5.60281
                       1.447                    5.77
                     1.44784                 5.91715
                     1.44869                 6.00909
                     1.44953                 6.05088
                     1.45038                 6.12543
                     1.45123                  6.2129
                     1.45208                 6.29152
                     1.45293                  6.3489
                     1.45378                 6.39557
                     1.45463                 6.52751
                     1.45548                 6.65227
                     1.45634                 6.70352
                     1.45719                 6.70352
                     1.45805                 6.74248
                     1.45891                 6.83517
                     1.45976                 6.87568
                     1.46062                 6.91621
                     1.46148                 6.99919
                     1.46235                 7.02697
                     1.46321                 7.01234
                     1.46407                 6.98372
                     1.46494                 6.92764
                      1.4658                 6.92718
                     1.46667                 6.94052
                     1.46753                 6.91249
                      1.4684                 6.96737
                     1.46927                 7.05159
                     1.47014                 7.09422
                     1.47101                 7.12277
                     1.47189                 7.15154
                     1.47276                 7.13638
                     1.47363                 7.04917
                     1.47451                 7.03444
                     1.47539                 7.10576
                     1.47626                 7.07638
                     1.47714                 7.06154
                     1.47802                 7.13341
                      1.4789                 7.11833
                     1.47979                 7.14707
                     1.48067                 7.19087
                     1.48155                 7.13143
                     1.48244                 7.04434
                     1.48332                 7.01546
                     1.48421                 7.10085
                      1.4851                 7.08591
                     1.48599                 7.02818
                     1.48688                 6.99944
                     1.48777                 6.99896
                     1.48866                 7.01258
                     1.48956                 6.95605
                     1.49045                 6.90041
                     1.49135                  6.8863
                     1.49224                 6.89949
                     1.49314                 6.89902
                     1.49404                 6.88491
                     1.49494                  6.8981
                     1.49584                 6.89763
                     1.49674                 6.85641
                     1.49765                 6.88307
                     1.49855                 6.92368
                     1.49946                 6.92321
                     1.50036                  6.9643
                     1.50127                 7.02001
                     1.50218                 7.00541
                     1.50309                 7.00493
                       1.504                 7.01857
                     1.50491                 7.10404
                     1.50583                 7.17679
                     1.50674                 7.17629
                     1.50765                 7.14632
                     1.50857                 7.13118
                     1.50949                 7.23444
                     1.51041                 7.29457
                     1.51133                  7.2788
                     1.51225                 7.29353
                     1.51317                 7.33915
                     1.51409                 7.44856
                     1.51502                 7.48004
                     1.51594                 7.44748
                     1.51687                 7.46291
                      1.5178                 7.49451
                     1.51873                 7.54268
                     1.51966                 7.64148
                     1.52059                 7.67461
                     1.52152                 7.65715
                     1.52245                 7.69041
                     1.52339                 7.67288
                     1.52432                 7.70629
                     1.52526                 7.79196
                      1.5262                 7.82641
                     1.52714                 7.80826
                     1.52808                 7.79019
                     1.52902                 7.84225
                     1.52996                 7.87715
                     1.53091                 7.93038
                     1.53185                 7.96607
                      1.5328                 7.98372
                     1.53375                 8.05702
                     1.53469                 8.15072
                     1.53564                 8.18842
                     1.53659                 8.20707
                     1.53755                 8.26488
                      1.5385                 8.28388
                     1.53945                 8.32283
                     1.54041                 8.42285
                     1.54137                 8.46312
                     1.54232                 8.46242
                     1.54328                 8.54482
                     1.54424                 8.62884
                     1.54521                 8.69276
                     1.54617                 8.69202
                     1.54713                 8.66963
                      1.5481                 8.80042
                     1.54906                 8.98132
                     1.55003                 9.02712
                       1.551                 9.02632
                     1.55197                 9.04899
                     1.55294                 9.09549
                     1.55391                 9.11851
                     1.55489                 9.16572
                     1.55586                 9.18909
                     1.55684                 9.28633
                     1.55782                 9.36041
                     1.55879                 9.33445
                     1.55977                  9.3587
                     1.56075                 9.38307
                     1.56174                 9.38221
                     1.56272                  9.4067
                     1.56371                 9.48272
                     1.56469                 9.50774
                     1.56568                  9.5329
                     1.56667                 9.61098
                     1.56766                 9.69034
                     1.56865                 9.74368
                     1.56964                 9.68851
                     1.57063                 9.63396
                     1.57163                 9.60647
                     1.57262                 9.60556
                     1.57362                 9.57823
                     1.57462                 9.60376
                     1.57562                 9.65614
                     1.57662                 9.65523
                     1.57762                 9.68118
                     1.57863                 9.70726
                     1.57963                  9.6525
                     1.58064                 9.51959
                     1.58164                 9.44125
