200	3.7036
201	3.0898
202	3.0571
203	3.0188
204	3.2235
205	3.3363
206	3.2273
207	3.198
208	3.2791
209	3.3535
210	3.1892
211	3.2226
212	3.1417
213	3.0798
214	3.0687
215	3.1462
216	3.1079
217	3.1182
218	3.0977
219	3.0596
220	3.0416
221	3.0673
222	3.0514
223	3.024
224	3.0459
225	3.0299
226	3.0655
227	3.0538
228	3.0357
229	3.0106
230	3.0693
231	3.1238
232	3.0504
233	3.062
234	3.0475
235	3.0488
236	3.054
237	3.0637
238	3.028
239	3.0306
240	3.0085
241	3.0284
242	3.0462
243	3.0296
244	3.0129
245	3.0249
246	3.0444
247	3.0043
248	3.0491
249	2.9878
250	2.9733
251	2.9932
252	2.933
253	2.9726
254	2.9463
255	2.9421
256	2.9184
257	2.9253
258	2.9025
259	2.9023
260	2.9171
261	2.919
262	2.8941
263	2.8886
264	2.9018
265	2.8932
266	2.9224
267	2.8519
268	2.8809
269	2.8513
270	2.8334
271	2.8418
272	2.8416
273	2.8787
274	2.8433
275	2.8157
276	2.8322
277	2.8518
278	2.8387
279	2.8199
280	2.8258
281	2.8396
282	2.826
283	2.8499
284	2.8507
285	2.8464
286	2.8333
287	2.8525
288	2.844
289	2.8607
290	2.8467
291	2.8547
292	2.8986
293	2.9049
294	2.9049
295	2.8453
296	2.8981
297	2.8605
298	2.8725
299	2.9227
300	2.9362
301	2.9299
302	2.9587
303	2.9266
304	2.9302
305	2.9785
306	2.9771
307	2.9782
308	2.9691
309	3.0217
310	2.9916
311	3.0638
312	2.9574
313	2.9719
314	3.0246
315	2.9749
316	2.9961
317	3.0295
318	2.9168
319	3.0347
320	2.9395
321	2.9318
322	2.9861
323	3.0732
324	2.9573
325	2.9173
326	2.8945
327	3.0598
328	3.1043
329	3.0237
330	2.9663
331	3.0934
332	2.9382
333	2.8878
334	2.9842
335	2.9693
336	2.9934
337	2.9659
338	2.9792
339	2.98
340	2.9681
341	2.9275
342	2.8833
343	2.8842
344	2.8311
345	2.8373
346	2.8496
347	2.8693
348	2.8718
349	2.8161
350	2.7623
351	2.4695
352	1.9943
353	1.482
354	1.083
355	0.7899
356	0.5762
357	0.4296
358	0.3183
359	0.2396
360	0.1825
361	0.1393
362	0.1078
363	0.0851
364	0.0695
365	0.0583
366	0.05
367	0.0439
368	0.0392
369	0.0356
370	0.0331
371	0.0311
372	0.0293
373	0.028
374	0.027
375	0.0261
376	0.0253
377	0.0247
378	0.0241
379	0.0236
380	0.0229
381	0.0226
382	0.0221
383	0.0217
384	0.0212
385	0.0209
386	0.0205
387	0.0201
388	0.0196
389	0.0194
390	0.019
391	0.0186
392	0.0184
393	0.0181
394	0.0178
395	0.0175
396	0.0171
397	0.0169
398	0.0166
399	0.0164
400	0.0162
401	0.0158
402	0.0156
403	0.0154
404	0.0151
405	0.0149
406	0.0146
407	0.0144
408	0.0142
409	0.0139
410	0.0137
411	0.0135
412	0.0132
413	0.0131
414	0.0129
415	0.0126
416	0.0125
417	0.0123
418	0.012
419	0.0118
420	0.0116
421	0.0114
422	0.0112
423	0.011
424	0.0108
425	0.0107
426	0.0105
427	0.0104
428	0.0102
429	0.01
430	0.0099
431	0.0097
432	0.0096
433	0.0094
434	0.0093
435	0.0091
436	0.0089
437	0.0088
438	0.0087
439	0.0085
440	0.0084
441	0.0082
442	0.008
443	0.0079
444	0.0077
445	0.0076
446	0.0075
447	0.0073
448	0.0072
449	0.007
450	0.0069
451	0.0068
452	0.0067
453	0.0065
454	0.0065
455	0.0063
456	0.0062
457	0.0061
458	0.006
459	0.0059
460	0.0058
461	0.0057
462	0.0055
463	0.0055
464	0.0054
465	0.0054
466	0.0052
467	0.0051
468	0.005
469	0.0049
470	0.0048
471	0.0047
472	0.0046
473	0.0045
474	0.0045
475	0.0044
476	0.0044
477	0.0043
478	0.0042
479	0.004
480	0.004
481	0.0039
482	0.0038
483	0.0038
484	0.0037
485	0.0037
486	0.0036
487	0.0035
488	0.0034
489	0.0034
490	0.0033
491	0.0032
492	0.0032
493	0.0032
494	0.0031
495	0.003
496	0.0029
497	0.0028
498	0.0028
499	0.0028
500	0.0027
501	0.0026
502	0.0025
503	0.0025
504	0.0024
505	0.0023
506	0.0023
507	0.0023
508	0.0022
509	0.0022
510	0.0021
511	0.002
512	0.002
513	0.002
514	0.0019
515	0.0019
516	0.0019
517	0.0018
518	0.0018
519	0.0017
520	0.0017
521	0.0016
522	0.0016
523	0.0015
524	0.0015
525	0.0015
526	0.0014
527	0.0013
528	0.0013
529	0.0013
530	0.0013
531	0.0012
532	0.0011
533	0.0011
534	0.0011
535	0.0011
536	0.001
537	0.0012
538	0.0011
539	0.0011
540	0.0011
541	0.001
542	0.001
543	0.001
544	0.0009
545	0.0009
546	0.0009
547	0.0008
548	0.0008
549	0.0008
550	0.0008
551	0.0007
552	0.0007
553	0.0006
554	0.0006
555	0.0007
556	0.0006
557	0.0006
558	0.0005
559	0.0005
560	0.0005
561	0.0005
562	0.0004
563	0.0004
564	0.0004
565	0.0004
566	0.0004
567	0.0003
568	0.0004
569	0.0003
570	0.0003
571	0.0003
572	0.0003
573	0.0002
574	0.0002
575	0.0002
576	0.0002
577	0.0002
578	0.0002
579	1E-04
580	1E-04
581	0.0002
582	1E-04
583	1E-04
584	1E-04
585	1E-04
586	1E-04
587	1E-04
588	0.0002
589	0.0002
590	0.0002
591	1E-04
592	0.0002
593	0.0002
594	1E-04
595	1E-04
596	1E-04
597	0.0002
598	0.0002
599	0.0002
600	0.0003
601	0.0003
602	0.0004
603	0.0004
604	0.0004
605	0.0003
606	0.0003
607	0.0004
608	0.0003
609	0.0003
610	0.0002
611	0.0003
612	0.0003
613	0.0003
614	0.0003
615	0.0002
616	0.0002
617	0.0003
618	0.0003
619	0.0002
620	0.0002
621	0.0002
622	0.0002
623	0.0002
624	0.0002
625	0.0002
626	0.0002
627	0.0002
628	0.0002
629	0.0002
630	0.0002
631	0.0002
632	0.0002
633	0.0002
634	1E-04
635	0.0002
636	1E-04
637	0.0002
638	0.0002
639	0.0002
640	0.0002
641	1E-04
642	1E-04
643	1E-04
644	1E-04
645	1E-04
646	0.0002
647	0.0002
648	1E-04
649	1E-04
650	1E-04
651	0
652	0
653	1E-04
654	1E-04
655	1E-04
656	0
657	1E-04
658	0
659	0
660	1E-04
661	1E-04
662	1E-04
663	1E-04
664	1E-04
665	1E-04
666	1E-04
667	0
668	0
669	0
670	1E-04
671	0
672	1E-04
673	1E-04
674	0
675	0
676	0
677	0
678	0
679	0
680	0
681	1E-04
682	0
683	1E-04
684	0.0002
685	1E-04
686	1E-04
687	1E-04
688	1E-04
689	1E-04
690	1E-04
691	0.0002
692	0.0003
693	0.0002
694	0.0002
695	0.0004
696	0.0004
697	0.0004
698	0.0005
699	0.0005
700	0.0005
701	0.0005
702	0.0007
703	0.0008
704	0.0008
705	0.0009
706	0.001
707	0.001
708	0.0011
709	0.0012
710	0.0014
711	0.0014
712	0.0014
713	0.0016
714	0.0018
715	0.0019
716	0.0021
717	0.0023
718	0.0024
719	0.0026
720	0.0027
721	0.003
722	0.0032
723	0.0034
724	0.0036
725	0.0038
726	0.004
727	0.0044
728	0.0047
729	0.0051
730	0.0054
731	0.006
732	0.0063
733	0.0067
734	0.007
735	0.0074
736	0.0077
737	0.0079
738	0.0081
739	0.0083
740	0.0083
741	0.0085
742	0.0085
743	0.0086
744	0.0086
745	0.0086
746	0.0086
747	0.0086
748	0.0087
749	0.0087
750	0.0086
751	0.0087
752	0.0087
753	0.0087
754	0.0088
755	0.0088
756	0.0087
757	0.0088
758	0.0087
759	0.0087
760	0.0086
761	0.0087
762	0.0086
763	0.0086
764	0.0085
765	0.0085
766	0.0086
767	0.0085
768	0.0085
769	0.0084
770	0.0083
771	0.0084
772	0.0083
773	0.0082
774	0.0082
775	0.0081
776	0.0081
777	0.0081
778	0.008
779	0.0079
780	0.0079
781	0.0078
782	0.0078
783	0.0076
784	0.0076
785	0.0075
786	0.0074
787	0.0073
788	0.0072
789	0.0071
790	0.0071
791	0.007
792	0.0069
793	0.0068
794	0.0067
795	0.0066
796	0.0066
797	0.0065
798	0.0064
799	0.0063
800	0.0063
801	0.0062
802	0.0061
803	0.0062
804	0.0061
805	0.0062
806	0.0061
807	0.006
808	0.006
809	0.0061
810	0.0061
811	0.0061
812	0.0061
813	0.0061
814	0.0061
815	0.0062
816	0.0063
817	0.0064
818	0.0065
819	0.0065
820	0.0067
821	0.0068
822	0.007
823	0.0072
824	0.0074
825	0.0078
826	0.0081
827	0.0085
828	0.0091
829	0.0096
830	0.01
831	0.0105
832	0.011
833	0.0113
834	0.0116
835	0.0119
836	0.012
837	0.0122
838	0.0124
839	0.0125
840	0.0126
841	0.0128
842	0.0129
843	0.0131
844	0.0132
845	0.0133
846	0.0134
847	0.0136
848	0.0137
849	0.0138
850	0.014
851	0.0142
852	0.0143
853	0.0144
854	0.0145
855	0.0147
856	0.0148
857	0.015
858	0.0151
859	0.0152
860	0.0154
861	0.0156
862	0.0157
863	0.0159
864	0.0161
865	0.0162
866	0.0164
867	0.0166
868	0.0168
869	0.017
870	0.0172
871	0.0174
872	0.0176
873	0.0178
874	0.0181
875	0.0183
876	0.0185
877	0.0188
878	0.019
879	0.0193
880	0.0196
881	0.0198
882	0.0201
883	0.0203
884	0.0205
885	0.0207
886	0.0209
887	0.0211
888	0.0213
889	0.0216
890	0.0218
891	0.0221
892	0.0224
893	0.0226
894	0.023
895	0.0233
896	0.0236
897	0.0239
898	0.0243
899	0.0247
900	0.0251
901	0.0254
902	0.0258
903	0.0262
904	0.0266
905	0.0271
906	0.0275
907	0.0279
908	0.0282
909	0.0285
910	0.0289
911	0.0293
912	0.0297
913	0.0302
914	0.0307
915	0.0312
916	0.0317
917	0.0324
918	0.0332
919	0.034
920	0.0348
921	0.0356
922	0.0365
923	0.0374
924	0.0385
925	0.0397
926	0.0411
927	0.0426
928	0.0442
929	0.0459
930	0.0476
931	0.0493
932	0.0512
933	0.0533
934	0.0554
935	0.0576
936	0.0598
937	0.0621
938	0.0647
939	0.0672
940	0.0699
941	0.0727
942	0.0756
943	0.0789
944	0.0823
945	0.0859
946	0.0898
947	0.0941
948	0.0988
949	0.1039
950	0.1093
951	0.1151
952	0.1213
953	0.1279
954	0.1343
955	0.1405
956	0.1463
957	0.1515
958	0.156
959	0.1601
960	0.1633
961	0.1661
962	0.1685
963	0.1704
964	0.1721
965	0.1734
966	0.1747
967	0.1757
968	0.1767
969	0.1777
970	0.1785
971	0.1792
972	0.18
973	0.1804
974	0.1809
975	0.1812
976	0.1815
977	0.1816
978	0.1817
979	0.1816
980	0.1813
981	0.1808
982	0.1804
983	0.1796
984	0.179
985	0.1781
986	0.1774
987	0.1763
988	0.1753
989	0.1741
990	0.1729
991	0.1716
992	0.1703
993	0.1688
994	0.1674
995	0.1659
996	0.1642
997	0.1626
998	0.161
999	0.1593
1000	0.1576
1001	0.1557
1002	0.1538
1003	0.1519
1004	0.1501
1005	0.1481
1006	0.1461
1007	0.1442
1008	0.1422
1009	0.1402
1010	0.1381
1011	0.1359
1012	0.1337
1013	0.1317
1014	0.1296
1015	0.1275
1016	0.1255
1017	0.1233
1018	0.1211
1019	0.119
1020	0.1169
1021	0.1147
1022	0.1126
1023	0.1103
1024	0.1082
1025	0.1062
1026	0.1042
1027	0.1021
1028	0.1
1029	0.098
1030	0.0962
1031	0.0943
1032	0.0923
1033	0.0904
1034	0.0888
1035	0.0871
1036	0.0854
1037	0.0837
1038	0.0821
1039	0.0805
1040	0.079
1041	0.0774
1042	0.076
1043	0.0747
1044	0.0735
1045	0.0722
1046	0.0711
1047	0.0698
1048	0.0688
1049	0.0678
1050	0.0667
1051	0.0657
1052	0.0648
1053	0.0638
1054	0.063
1055	0.0624
1056	0.0616
1057	0.0609
1058	0.0603
