                        1.55                       0
                      2.0664                 0.00361
                     2.06985                 0.00348
                     2.07331                 0.00395
                     2.07679                 0.00403
                     2.08027                 0.00386
                     2.08377                 0.00333
                     2.08728                  0.0039
                      2.0908                 0.00378
                     2.09433                 0.00403
                     2.09787                 0.00348
                     2.10143                  0.0039
                     2.10499                 0.00333
                     2.10857                 0.00386
                     2.11217                 0.00393
                     2.11577                 0.00376
                     2.11939                 0.00374
                     2.12302                 0.00442
                     2.12666                 0.00395
                     2.13031                 0.00418
                     2.13398                  0.0039
                     2.13766                 0.00463
                     2.14135                 0.00444
                     2.14506                 0.00455
                     2.14877                 0.00435
                      2.1525                 0.00491
                     2.15625                 0.00517
                        2.16                 0.00463
                     2.16377                 0.00454
                     2.16756                 0.00531
                     2.17135                 0.00435
                     2.17516                 0.00469
                     2.17898                 0.00506
                     2.18282                 0.00548
                     2.18667                 0.00465
                     2.19053                  0.0051
                     2.19441                  0.0051
                      2.1983                 0.00559
                     2.20221                  0.0054
                     2.20612                 0.00563
                     2.21006                 0.00627
                       2.214                 0.00606
                     2.21796                  0.0058
                     2.22194                 0.00692
                     2.22593                 0.00621
                     2.22993                 0.00668
                     2.23395                 0.00711
                     2.23798                 0.00702
                     2.24203                 0.00734
                     2.24609                  0.0076
                     2.25017                 0.00792
                     2.25426                 0.00741
                     2.25836                 0.00862
                     2.26249                 0.00933
                     2.26662                 0.00899
                     2.27077                 0.00845
                     2.27494                 0.00945
                     2.27912                  0.0093
                     2.28332                 0.00963
                     2.28753                 0.00933
                     2.29176                 0.01022
                       2.296                  0.0114
                     2.30026                 0.01116
                     2.30454                 0.01131
                     2.30883                 0.01236
                     2.31314                 0.01236
                     2.31746                 0.01355
                      2.3218                 0.01344
                     2.32616                 0.01492
                     2.33053                 0.01543
                     2.33492                 0.01573
                     2.33932                 0.01637
                     2.34375                  0.0179
                     2.34819                 0.01724
                     2.35264                 0.01899
                     2.35711                 0.01837
                      2.3616                 0.01936
                     2.36611                 0.02045
                     2.37063                 0.02236
                     2.37518                 0.02207
                     2.37974                 0.02407
                     2.38431                 0.02437
                     2.38891                 0.02531
                     2.39352                 0.02651
                     2.39815                 0.02808
                     2.40279                 0.02913
                     2.40746                 0.02958
                     2.41214                 0.03148
                     2.41685                 0.03075
                     2.42157                 0.03368
                     2.42631                  0.0362
                     2.43106                 0.03477
                     2.43584                 0.03893
                     2.44063                 0.03929
                     2.44545                 0.04057
                     2.45028                 0.04272
                     2.45513                 0.04505
                        2.46                  0.0461
                     2.46489                 0.04814
                      2.4698                 0.05205
                     2.47473                 0.05308
                     2.47968                 0.05749
                     2.48465                 0.05991
                     2.48964                  0.0631
                     2.49465                 0.06437
                     2.49968                 0.06882
                     2.50473                 0.07226
                      2.5098                 0.07875
                     2.51489                 0.08223
                        2.52                 0.08699
                     2.52514                 0.09042
                     2.53029                 0.09341
                     2.53546                  0.0983
                     2.54066                 0.10171
                     2.54588                 0.10585
                     2.55112                 0.11127
                     2.55638                 0.11812
                     2.56166                 0.12039
                     2.56696                 0.12807
                     2.57229                 0.12882
                     2.57763                 0.13539
                       2.583                 0.13842
                      2.5884                 0.14386
                     2.59381                 0.15048
                     2.59925                 0.15502
                     2.60471                 0.15905
                     2.61019                  0.1633
                      2.6157                 0.16849
                     2.62123                 0.17416
                     2.62678                 0.17845
                     2.63236                 0.18409
                     2.63796                 0.19326
                     2.64359                 0.20246
                     2.64924                 0.20916
                     2.65491                 0.21618
                     2.66061                 0.23097
                     2.66633                 0.24275
                     2.67207                 0.25624
                     2.67784                 0.26787
                     2.68364                 0.28621
                     2.68946                  0.3042
                     2.69531                 0.31589
                     2.70118                 0.33843
                     2.70708                 0.35813
                       2.713                 0.37119
                     2.71895                 0.38734
                     2.72493                 0.40898
                     2.73093                 0.42279
                     2.73696                 0.43884
                     2.74301                 0.45743
                      2.7491                 0.46489
                      2.7552                 0.47731
                     2.76134                 0.48792
                      2.7675                 0.49904
                      2.7737                   0.506
                     2.77991                  0.5128
                     2.78616                 0.51985
                     2.79244                 0.53139
                     2.79874                 0.53323
                     2.80507                 0.53252
                     2.81143                 0.54315
                     2.81782                 0.55361
                     2.82424                  0.5672
                     2.83069                 0.58332
                     2.83717                 0.59879
                     2.84367                 0.61516
                     2.85021                 0.63374
                     2.85678                 0.66567
                     2.86338                 0.69134
                        2.87                 0.72967
                     2.87666                 0.75861
                     2.88335                 0.80178
                     2.89007                 0.84244
                     2.89683                 0.86956
                     2.90361                 0.90815
                     2.91043                 0.93745
                     2.91728                 0.96387
                     2.92416                 0.97798
                     2.93107                 0.99473
                     2.93801                       1
                     2.94499                  0.9988
                       2.952                 0.98124
                     2.95905                 0.97256
                     2.96613                  0.9525
                     2.97324                  0.9245
                     2.98039                 0.89616
                     2.98757                 0.86698
                     2.99479                 0.83738
                     3.00204                  0.8205
                     3.00933                  0.7938
                     3.01665                 0.77361
                       3.024                 0.76753
                      3.0314                 0.75767
                     3.03883                 0.77312
                     3.04629                 0.77771
                      3.0538                 0.79918
                     3.06134                 0.82637
                     3.06892                 0.85625
                     3.07653                 0.88102
                     3.08418                 0.90185
                     3.09188                   0.924
                     3.09961                  0.9223
                     3.10737                 0.90939
                     3.11518                 0.88638
                     3.12303                 0.86069
                     3.13091                 0.80093
                     3.13884                 0.73377
                     3.14681                  0.6686
                     3.15481                 0.58671
                     3.16286                 0.50423
                     3.17095                 0.43342
                     3.17908                 0.35704
                     3.18725                 0.29299
                     3.19547                 0.23708
                     3.20373                 0.18661
                     3.21203                 0.15306
                     3.22037                  0.1228
                     3.22876                 0.09906
                     3.23719                 0.07599
                     3.24566                  0.0633
                     3.25418                 0.05273
                     3.26274                 0.04326
                     3.27135                 0.03588
                     3.28001                 0.03026
                     3.28871                  0.0252
                     3.29745                 0.02093
                     3.30625                 0.02064
                     3.31509                 0.01805
                     3.32397                 0.01645
                     3.33291                 0.01545
                     3.34189                 0.01485
                     3.35092                   0.013
                     3.36001                 0.01219
