200	0.145750074	6.194534413
210	0.120481928	7.446558704
220	0.099549043	7.891093117
230	0.083333333	7.559919028
240	0.070288393	7.578340081
250	0.059699354	7.80242915
260	0.051031083	7.875910931
270	0.043880627	7.465991903
280	0.037939865	4.522469636
290	0.032971308	0.938259109
300	0.028790151	0.724696356
310	0.025251186	0.443319838
320	0.022239668	0.270242915
330	0.019664021	0.199797571
340	0.017450697	0.093927126
350	0.015540185	0.065789474
360	0.013884126	0.051619433
370	0.012442903	0.041902834
380	0.011183918	0.03562753
390	0.010080218	0.030769231
400	0.009109376	0.026923077
410	0.008252664	0.024291498
420	0.007494286	0.021862348
430	0.006821096	0.019838057
440	0.006221807	0.018016194
450	0.005686923	0.015280344
460	0.005208306	0.01656417
470	0.004778995	0.022154251
480	0.004393017	0.026348988
490	0.004045242	0.030954049
500	0.003731204	0.041839474
510	0.003447052	0.066291903
520	0.003189447	0.083258704
530	0.002955458	0.088285223
540	0.002742544	0.096351215
550	0.002548459	0.11474413
560	0.002371247	0.125649595
570	0.002209168	0.141010526
580	0.002060708	0.181676316
590	0.001924513	0.273763158
600	0.001799383	0.450465587
610	0.001684262	0.535469636
620	0.001578198	0.557921053
630	0.001480356	0.5905
640	0.00138998	0.629352227
650	0.001306397	0.688449393
660	0.001229002	0.830137652
670	0.001157256	0.888834008
680	0.001090668	0.94145749
690	0.001028802	1.044682186
700	0.00097126	1.263303644
710	0.000917692	1.674226721
720	0.000867762	2.492024291
730	0.00082118	3.74708502
740	0.000777684	5.212672065
750	0.000737028	6.678259109
760	0.000698998	8.143805668
770	0.000663385	9.609412955
780	0.000630013	11.07502024
790	0.000598716	12.54060729
