200	0.145750074	0.714483617	1.673963732
210	0.120481928	0.855134692	1.475989617
220	0.099549043	0.904268523	1.434523611
230	0.083333333	0.865419362	1.517782249
240	0.070288393	0.866566043	1.537058421
250	0.059699354	0.891313894	1.51417449
260	0.051031083	0.899059	1.515645754
270	0.043880627	0.85189283	1.607549307
280	0.037939865	0.516430129	2.597543182
290	0.032971308	0.108115951	10.20644958
300	0.028790151	0.083528609	12.82065428
310	0.025251186	0.051277468	18.81648137
320	0.022239668	0.031403357	26.84412354
330	0.019664021	0.023258399	33.54890054
340	0.017450697	0.011127987	50.38720362
350	0.015540185	0.007894348	61.44777919
360	0.013884126	0.006303925	71.32932184
370	0.012442903	0.005280932	81.24652498
380	0.011183918	0.004720308	90.54197091
390	0.010080218	0.004405168	99.41053162
400	0.009109376	0.00430688	107.332473
410	0.008252664	0.00447051	113.1793093
420	0.007494286	0.00480819	117.0496109
430	0.006821096	0.005376599	118.0550908
440	0.006221807	0.006193631	115.9846274
450	0.005686923	0.007308857	110.8051961
460	0.005208306	0.008735699	103.2701867
470	0.004778995	0.011381964	89.10362133
480	0.004393017	0.013361998	81.10384641
490	0.004045242	0.015544794	73.50675458
500	0.003731204	0.020853047	58.57408354
510	0.003447052	0.03288648	39.63281081
520	0.003189447	0.041221918	32.42413311
530	0.002955458	0.043728099	30.84597818
540	0.002742544	0.04766664	28.56622343
550	0.002548459	0.056729641	24.29227647
560	0.002371247	0.062093976	22.33762524
570	0.002209168	0.069682269	20.03020192
580	0.002060708	0.089771119	15.68083796
590	0.001924513	0.135284657	10.49492536
600	0.001799383	0.222645015	6.4158429
610	0.001684262	0.264705905	5.405604941
620	0.001578198	0.27582082	5.191078217
630	0.001480356	0.291891108	4.908452846
640	0.00138998	0.311130252	4.60770169
650	0.001306397	0.340347866	4.21478715
660	0.001229002	0.410341625	3.498791953
670	0.001157256	0.439383259	3.268711844
680	0.001090668	0.465356003	3.087169634
690	0.001028802	0.51644176	2.782766991
700	0.00097126	0.62448644	2.302313968
710	0.000917692	0.827713452	1.737805789
720	0.000867762	1.232100037	1.167913713
730	0.00082118	1.852742037	0.776882054
740	0.000777684	2.577521896	0.558507635
750	0.000737028	3.301659827	0.436046927
760	0.000698998	4.025647683	0.357644315
770	0.000663385	4.74961087	0.303140392
780	0.000630013	5.473454416	0.263057689
790	0.000598716	6.197292606	0.232337085
