320	1777.17529
321	1489.20752
322	1279.74377
323	1826.95618
324	2187.97266
325	1926.7561
326	2282.39771
327	2430.155
328	2725.31885
329	3030.484
330	3889.669
331	5920.06641
332	7110.49268
333	10988.9541
334	15660.0244
335	23908.2441
336	41187.8047
337	70198.375
338	117168.664
339	160937.078
340	199185.609
341	215775.078
342	218002.938
343	213100.6
344	205006.859
345	213914.078
346	219789.625
347	246469.8
348	277736.375
349	309226.938
350	342705.219
351	367229.281
352	389115.063
353	417960.156
354	449700
355	470286.25
356	490104.5
357	484744.375
358	470487.4
359	445645.25
360	409957.438
361	388440.8
362	364969.438
363	349241.719
364	332908.344
365	326912.344
366	328196.063
367	337882.031
368	345897.531
369	357897.156
370	364942.25
371	363652.063
372	365578.5
373	373686
374	371399.7
375	364465.875
376	365008.063
377	356683.625
378	355450.375
379	343540.844
380	318761.75
381	303613.7
382	289691.563
383	275737.1
384	265668.6
385	246299.563
386	240490.969
387	230360.391
388	223711.172
389	219420.172
390	213376.3
391	210368.938
392	206079.156
393	205720.469
394	202880.1
395	197851.688
396	191874.75
397	183509.469
398	178954.844
399	174230.6
400	163859.953
401	158643.266
402	153332.656
403	144722.469
404	136125.969
405	129929.359
406	126265.273
407	116280.664
408	112347.172
409	106714.18
410	100671.766
411	97671.74
412	93470.3359
413	89618.77
414	86460.07
415	82629.54
416	78768.2344
417	75612.73
418	74701.66
419	71265.35
420	69206.74
421	65227.5039
422	64913.69
423	62620.58
424	58833.1523
425	54791.56
426	51622.3672
427	48919.9648
428	47118.918
429	46175.7734
430	41312.168
431	41119.7539
432	39488.9727
433	36638.8359
434	34967.7578
435	33385.8
436	31421.51
437	30848.9277
438	28629.76
439	27410.1055
440	26114.2031
441	25578.1328
442	24429.1152
443	22660.3438
444	22889.7344
445	21279.9121
446	20172.8027
447	19297.88
448	19121.2285
449	19102.59
450	17326.5449
451	18167.9727
452	16352.7383
453	15198.0781
454	13919.0684
455	14827.874
456	13556.0361
457	12706.5107
458	12292.85
459	11747.1934
460	10344.2549
461	10746.3457
462	10176.5869
463	9692.258
464	8943.427
465	8652.753
466	8106.90527
467	7209.373
468	7752.179
469	7296.813
470	7610.767
471	6713.171
472	7289.2417
473	6572.445
474	5886.61475
475	5114.2373
476	4973.94531
477	5577.589
478	4739.68262
479	5654.4
480	5043.934
481	4744.8
482	4504.63574
483	4359.952
484	4559.361
485	3916.836
486	4937.79
487	4359.181
488	3573.68286
489	4100.42
490	3779.91772
491	3434.85156
492	3549.33765
493	2759.865
494	3551.491
495	2682.40137
496	3698.67017
497	3037.79858
498	3061.535
499	3124.19214
500	2541.541
